row_index,Company,TypeName,Inches,Screen_name,Screen_Pixcel,cpu_brand,cpu_name,cpu_speedGHz,Ram,Memory,Gpu_brand,Gpu_name,OpSys,Weight,Price
675,HP,"2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i3 7100U ",2.40,4,"128GB SSD",Nvidia," GeForce 940MX",Windows,1.63,37243
676,MSI,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.4,68944
677,Asus,Ultrabook,14.0,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.1,60473
678,HP,"2 in 1 Convertible",11.6,"Touchscreen ",1366x768,Intel," Celeron Dual Core N3350 ",1.10,8,"64GB Flash Storage",Intel," HD Graphics 500",Other,1.4,26374
679,LG,Ultrabook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"512GB SSD",Intel," HD Graphics 620",Windows,1.09,122491
680,Acer,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,16,"256GB SSD",Nvidia," GeForce GTX 1050 Ti",Windows,2.5,69211
682,Asus,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"128GB SSD",Intel," HD Graphics 500",Windows,1.86,22324
683,Dell,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,16,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,3.21,109277
684,HP,Notebook,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"256GB SSD",AMD," Radeon R5 520",Windows,2.5,37243
685,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 8550U ",1.80,8,"512GB SSD",Intel," UHD Graphics 620",Windows,1.19,79867
686,Dell,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7820HK ",2.90,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,3.49,149917
687,HP,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,4,"500GB HDD",AMD," Radeon 520",Windows,1.86,32640
688,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"1TB HDD",AMD," Radeon R5 M430",Windows,2.2,29073
689,HP,Notebook,17.3,"IPS Panel Full HD ",1920x1080,AMD," A10-Series 9600P ",2.40,6,"2TB HDD",AMD," Radeon R7 M440",Windows,2.65,30316
690,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core 3855U ",1.60,4,"500GB HDD",Intel," HD Graphics 510",Windows,2.1,16943
691,Acer,Notebook,14.0,N/A,1366x768,Intel," Celeron Dual Core 3855U ",1.60,4,"32GB Flash Storage",Intel," HD Graphics 510",Other,1.45,19980
692,Lenovo,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,4,"256GB SSD",Intel," HD Graphics 620",Windows,1.7,37243
693,HP,Workstation,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"500GB HDD",Nvidia," Quadro M1200",Windows,3.14,101658
694,Lenovo,"2 in 1 Convertible",14.0,"Touchscreen ",2560x1440,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.42,137995
695,Toshiba,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.5,51841
696,Acer,Netbook,11.6,N/A,1366x768,Intel," Celeron Dual Core N3050 ",1.60,4,"32GB Flash Storage",Intel," HD Graphics",Windows,1.4,14332
697,Lenovo,"2 in 1 Convertible",14.0,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,16,"512GB SSD",Intel," HD Graphics 620",Windows,1.38,93187
698,Asus,"2 in 1 Convertible",12.5,"Full HD / Touchscreen ",1920x1080,Intel," Core M M3-6Y30 ",0.90,4,"64GB Flash Storage",Intel," HD Graphics 515",Other,1.2,35644
699,Toshiba,Ultrabook,13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 6500U ",2.50,16,"512GB SSD",Intel," HD Graphics 520",Windows,1.36,100007
701,Dell,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.56,43636
702,Lenovo,Notebook,15.6,"Full HD ",1920x1080,AMD," A9-Series 9420 ",2.90,4,"256GB SSD",AMD," Radeon 530",Windows,2.2,21259
703,Lenovo,Notebook,15.6,N/A,1366x768,AMD," A12-Series 9720P ",3.60,8,"1TB HDD",AMD," Radeon R7",Windows,2.2,22857
704,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,4,"1TB HDD +  1TB HDD",Intel," HD Graphics 620",Windows,2.1,33111
705,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",N/A,1.90,23976
706,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,2.18,42358
707,Acer,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i5 8250U ",1.60,1,"256GB SSD",Intel," UHD Graphics 620",Windows,1.6,53227
708,Lenovo,Workstation,15.6,"Full HD ",1920x1080,Intel," Core i7 6500U ",2.50,16,"512GB SSD",Nvidia," Quadro M520M",Windows,2.18,98834
709,Lenovo,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 6300HQ ",2.30,8,"256GB SSD",Intel," HD Graphics 520",Windows,1.8,63456
710,HP,Notebook,17.3,"IPS Panel Full HD ",1920x1080,AMD," A10-Series 9620P ",2.50,6,"2TB HDD",AMD," Radeon 530",Windows,2.71,34899
711,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050 Ti",Windows,2.5,66547
712,Dell,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7440HQ ",2.80,8,"256GB SSD",Nvidia," GeForce 930MX",Linux,1.64,58022
713,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"1TB HDD",Intel," HD Graphics 620",Linux,1.98,38681
714,Asus,Notebook,14.0,"Full HD ",1920x1080,Intel," Celeron Dual Core N3350 ",1.10,4,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.5,15877
715,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7300U ",2.60,16,"512GB SSD",Intel," HD Graphics 620",Windows,1.93,76012
716,Lenovo,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Nvidia," GeForce 920MX",Windows,1.87,45665
717,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7300U ",2.60,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.9,62817
718,Lenovo,Notebook,15.6,N/A,1366x768,AMD," A6-Series 7310 2",2.00,4,"500GB HDD",AMD," Radeon R4",Windows,2.19,15877
719,Mediacom,Notebook,14.0,"IPS Panel Full HD ",1920x1200,Intel," Atom Z8350 2",1.90,4,"32GB HDD",Intel," HD Graphics 400",Windows,1.4,14119
720,HP,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Nvidia," GeForce 930MX",Windows,2.63,63936
721,Lenovo,Ultrabook,14.0,"IPS Panel Quad HD+ ",2560x1440,Intel," Core i7 6500U ",2.50,64,"512GB SSD",Intel," HD Graphics 520",Windows,1.17,89864
722,HP,"2 in 1 Convertible",13.3,"IPS Panel Touchscreen ",1366x768,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.58,44574
723,Lenovo,Ultrabook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.32,79867
724,Dell,Gaming,17.3,"4K Ultra HD ",3840x2160,Intel," Core i7 7700HQ ",2.80,32,"1TB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.36,194973
725,MSI,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050 Ti",Windows,2.7,71847
726,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,4,"1TB HDD",Intel," HD Graphics 620",N/A,1.9,26102
728,Dell,"2 in 1 Convertible",13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i3 7100U ",2.40,4,"1TB HDD",Intel," HD Graphics 620",Windows,1.71,34579
729,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,8,"1TB HDD",AMD," Radeon R7 M445",Linux,2.32,31410
730,HP,Notebook,15.6,"Full HD ",1920x1080,AMD," A9-Series 9420 3",3.00,4,"1TB HDD",AMD," Radeon 520",Windows,2.1,26054
731,Acer,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6700HQ ",2.60,16,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,4.2,103097
732,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,12,"1TB HDD",Intel," HD Graphics 620",Windows,2.25,34579
733,HP,Notebook,15.6,"Full HD ",1920x1080,AMD," A9-Series A9-9420 3",3.00,6,"128GB SSD +  1TB HDD",AMD," Radeon 520",Windows,2.1,34632
734,Acer,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,4,"500GB HDD",Intel," HD Graphics 620",Windows,2.4,29784
735,Lenovo,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.44,51149
736,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,4,"1TB HDD",Intel," HD Graphics 620",Windows,1.85,41505
737,HP,Workstation,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD",Nvidia," Quadro M2200",Windows,2.6,128884
738,Dell,"2 in 1 Convertible",13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i5 8250U ",1.60,8,"1TB HDD",Intel," UHD Graphics 620",Windows,1.55,35112
739,MSI,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,1.8,111594
741,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"128GB SSD +  1TB HDD",Nvidia," GeForce 940MX",Windows,2.0,64309
742,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,8,"256GB SSD",Intel," HD Graphics 520",Windows,2,35431
743,Toshiba,Notebook,14.0,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.25,81785
744,Lenovo,"2 in 1 Convertible",14.0,"Full HD / Touchscreen ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.7,53227
745,Lenovo,Workstation,15.6,"IPS Panel 4K Ultra HD ",3840x2160,Intel," Core i7 7600U ",2.80,16,"1TB SSD",Nvidia," Quadro M520M",Windows,2.5,175771
746,Acer,Notebook,14.0,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,2,"32GB Flash Storage",Intel," HD Graphics 400",Other,1.68,17582
747,Samsung,Ultrabook,13.3,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,16,"256GB SSD",Intel," HD Graphics 620",Windows,0.81,87859
749,Dell,Notebook,14.0,N/A,1366x768,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.6,60031
750,HP,Workstation,17.3,"IPS Panel Full HD ",1920x1080,Intel," Xeon E3-1535M v5 ",2.90,16,"256GB SSD",Nvidia," Quadro M2000M",Windows,3,233846
751,Lenovo,Netbook,11.6,"Touchscreen ",1366x768,Intel," Celeron Dual Core N3060 ",1.60,4,"128GB SSD",Intel," HD Graphics 400",Windows,1.4,25308
752,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 6300U ",2.40,8,"256GB SSD",Intel," HD Graphics 520",Windows,1.84,101232
753,Asus,Notebook,15.6,N/A,1366x768,Intel," Core i5 6300HQ ",2.30,4,"1TB HDD",Nvidia," GeForce GTX 950M",N/A,2.45,30849
755,Asus,Notebook,15.6,N/A,1366x768,Intel," Core i7 7500U ",2.70,4,"256GB SSD",Intel," HD Graphics 620",Windows,2.37,45283
756,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen ",3200x1800,Intel," Core i5 6260U ",1.80,8,"256GB SSD",Intel," HD Graphics 540",Windows,1.3,63883
757,HP,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.2,58555
758,HP,Workstation,15.6,"Full HD ",1920x1080,Intel," Core i7 6700HQ ",2.60,8,"256GB SSD",Nvidia," Quadro M1000M",Windows,2.59,83170
759,Dell,Gaming,15.6,"IPS Panel 4K Ultra HD ",3840x2160,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.42,152860
760,Acer,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,4,"256GB SSD",Intel," HD Graphics 620",Windows,2.1,31915
761,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.5,55837
762,Dell,Ultrabook,12.5,"Full HD ",1920x1080,Intel," Core i7 7600U ",2.80,16,"256GB SSD",Intel," HD Graphics 620",Windows,1.18,99048
763,Google,Ultrabook,12.3,"Touchscreen ",2400x1600,Intel," Core i5 7Y57 ",1.20,8,"256GB SSD",Intel," HD Graphics 615",Other,1.1,83064
764,Asus,Ultrabook,13.3,"IPS Panel Quad HD+ ",3200x1800,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.2,60153
765,Dell,Notebook,13.3,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",Windows,1.65,45235
766,Acer,Notebook,13.3,N/A,1366x768,Intel," Core i5 6200U ",2.30,4,"128GB SSD",Intel," HD Graphics 520",Windows,1.6,34898
768,Dell,Gaming,15.6,"IPS Panel Touchscreen / 4K Ultra HD ",3840x2160,Intel," Core i7 6700HQ ",2.60,16,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 960M",Windows,2.72,58555
769,Samsung,Ultrabook,13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.31,85195
770,Acer,Notebook,15.6,N/A,1366x768,Intel," Pentium Quad Core N4200 ",1.10,4,"1TB HDD",Intel," HD Graphics 505",Linux,2.1,15877
771,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,16,?,AMD," Radeon R7 M445",Windows,2.3,62938
772,Samsung,"2 in 1 Convertible",15.0,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,16,"256GB SSD",AMD," Radeon 540",Windows,1.71,95851
773,Toshiba,Notebook,14.0,"IPS Panel ",1366x768,Intel," Core i5 6200U ",2.30,4,"128GB SSD",Intel," HD Graphics 520",Windows,1.75,54346
774,Dell,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.62,58555
776,Asus,"2 in 1 Convertible",15.6,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,12,"2TB HDD",Nvidia," GeForce 940MX",Windows,2.3,44702
777,Lenovo,Notebook,15.6,"4K Ultra HD ",3840x2160,Intel," Core i7 6820HQ ",2.70,16,"512GB SSD",Nvidia," Quadro M2000M",Windows,2.5,126274
778,Acer,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i3 7100U ",2.40,4,"128GB SSD",Intel," HD Graphics 620",Windows,1.8,33886
779,Razer,Gaming,14.0,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"512GB SSD",Nvidia," GeForce GTX 1060",Windows,1.95,154459
780,Asus,Notebook,15.6,N/A,1920x1080,Intel," Pentium Dual Core N4200 ",1.10,8,"128GB SSD",Intel," HD Graphics 505",Windows,2,31004
781,Dell,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,32,"1TB SSD +  1TB HDD",Nvidia," GeForce GTX 1070M",Windows,4.42,191211
782,Asus,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6700HQ ",2.60,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.3,125208
783,Toshiba,Ultrabook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6600U ",2.60,16,"512GB SSD",Nvidia," GeForce 930M",Windows,1.47,93986
784,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Celeron Quad Core N3710 ",1.60,8,"1TB HDD",Intel," HD Graphics 405",N/A,2.2,17529
785,Lenovo,Ultrabook,14.0,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,16,"512GB SSD",Intel," HD Graphics 620",Windows,1.7,122491
786,MSI,Gaming,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,1.6,100752
787,MSI,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.2,58022
788,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,4,"1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.4,53227
789,Acer,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,4.2,122491
790,Dell,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"256GB SSD",Nvidia," GeForce GTX 1050",Windows,2.62,52481
791,Asus,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX1060",Windows,2.24,71342
792,Vero,Notebook,14.0,N/A,1920x1080,Intel," Celeron Dual Core N3350 ",1.10,4,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.22,10811
794,Lenovo,"2 in 1 Convertible",15.6,"Full HD / Touchscreen ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",AMD," Radeon R7 M460",Windows,2.08,51096
795,Apple,Ultrabook,12.0,"IPS Panel Retina Display ",2304x1440,Intel," Core M ",1.20,8,"512GB Flash Storage",Intel," HD Graphics 5300",Mac,0.920,62071
796,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Touchscreen ",2560x1440,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.42,124142
797,Asus,Notebook,14.0,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.63,15931
798,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,8,"128GB SSD",Intel," HD Graphics 620",Windows,1.95,43157
800,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,8,"256GB SSD",AMD," Radeon R5 M420X",Windows,2,39374
801,HP,Workstation,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Nvidia," Quadro M2200",Windows,3.14,110018
802,Asus,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,2.37,58555
803,Dell,Ultrabook,13.3,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.29,79867
804,Dell,Notebook,15.6,"4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i5 7300HQ ",2.50,8,"256GB SSD",Nvidia," GeForce GTX 1050",Windows,2.06,93187
805,Dell,Netbook,11.6,N/A,1366x768,Intel," Pentium Quad Core N4200 ",1.10,4,"128GB SSD",Intel," HD Graphics 505",Windows,1.63,39640
806,HP,Netbook,12.5,N/A,1366x768,Intel," Core i5 7300U ",2.60,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.26,74006
808,HP,Notebook,15.6,N/A,1366x768,AMD," A12-Series 9700P ",2.50,8,"2TB HDD",AMD," Radeon R7 Graphics",Windows,2.04,33513
809,Dell,Gaming,15.6,"4K Ultra HD ",3840x2160,Intel," Core i7 7700HQ ",2.80,16,"512GB SSD",Nvidia," GeForce GTX 1050 Ti",Windows,2.62,89457
810,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,4,"1TB HDD",Nvidia," GeForce 920M",Windows,2.4,32448
811,HP,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,12,"1TB HDD",AMD," Radeon RX 580",Windows,3.74,93187
812,MSI,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"512GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,2.9,128671
813,Samsung,Ultrabook,13.3,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,0.81,79867
814,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"1TB HDD",Nvidia," GeForce GT 940MX",Windows,1.98,51202
815,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",AMD," Radeon R5 M420",Windows,2.18,42081
816,Lenovo,Ultrabook,14.0,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.32,99048
817,Razer,Ultrabook,12.5,"IPS Panel 4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 7500U ",2.50,16,"512GB SSD",Intel," HD Graphics 620",Windows,1.29,95851
818,HP,Netbook,11.6,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,4,"16GB Flash Storage",Intel," HD Graphics 400",Other,1.23,20513
819,Dell,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,4.36,133467
820,Dell,Notebook,14.0,N/A,1366x768,Intel," Core i5 6200U ",2.30,4,"500GB HDD",Intel," HD Graphics 520",Windows,1.76,40226
821,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",Windows,2.1,26102
822,Toshiba,Ultrabook,14.0,N/A,1366x768,Intel," Core i5 7200U ",2.50,4,"128GB SSD",Intel," HD Graphics 620",Windows,1.25,58075
823,Lenovo,Ultrabook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"512GB SSD",Intel," HD Graphics 620",Windows,1.13,133147
824,MSI,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"256GB SSD",Nvidia," GeForce GTX 1050",Windows,2.4,63883
825,Lenovo,Ultrabook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB Flash Storage",Intel," HD Graphics 620",Windows,1.13,99900
826,Toshiba,Notebook,14.0,N/A,1366x768,Intel," Pentium Dual Core 4405U ",2.10,4,"128GB SSD",Intel," HD Graphics 510",Windows,1.75,26587
827,Asus,"2 in 1 Convertible",13.3,"Touchscreen / Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.1,72354
828,Dell,Notebook,14.0,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",Windows,1.76,31169
829,Acer,Netbook,11.6,"IPS Panel ",1366x768,Intel," Celeron Dual Core N3060 ",1.60,4,"32GB Flash Storage",Intel," HD Graphics 400",Other,1.35,18914
830,Acer,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i3 7100U ",2.40,8,"128GB SSD",Intel," HD Graphics 620",Windows,1.5,32980
831,Razer,Gaming,17.3,"4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 7820HK ",2.90,32,"512GB SSD",Nvidia," GeForce GTX 1080",Windows,3.49,292987
832,Lenovo,Ultrabook,14.0,"IPS Panel Quad HD+ ",2560x1440,Intel," Core i7 6600U ",2.60,16,"512GB SSD",Intel," HD Graphics 520",Windows,1.1,111835
833,Asus,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,4,"1TB HDD",Nvidia," GeForce 920",Linux,2.1,27652
834,Lenovo,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 6200U ",2.30,8,"256GB SSD",Intel," HD Graphics 520",Windows,1.7,63190
835,Lenovo,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7300U ",2.60,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.32,87912
836,Dell,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,3.21,147832
838,Toshiba,Notebook,15.6,N/A,1366x768,Intel," Core i3 7100U ",2.40,4,"500GB HDD",Intel," HD Graphics 620",Windows,2.0,35644
839,Lenovo,Notebook,14.0,N/A,1366x768,Intel," Celeron Quad Core N3160 ",1.60,4,"16GB Flash Storage",Intel," HD Graphics 400",Other,1.5,17316
840,Asus,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"128GB HDD",Intel," HD Graphics 620",Windows,2.3,31435
841,Asus,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 6700HQ ",2.60,16,"512GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,2.73,95851
842,Dell,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,32,"512GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.42,163724
843,HP,Notebook,17.3,N/A,1600x900,Intel," Core i5 7200U ",2.50,8,"1TB HDD",Nvidia," GeForce 930MX",Windows,2.63,48485
844,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,8,"128GB SSD",Intel," HD Graphics 620",Windows,2.18,38041
845,HP,Ultrabook,14.0,"Full HD ",1920x1080,Intel," Core i7 6500U ",2.50,8,"512GB SSD",Intel," HD Graphics 520",Windows,1.54,99634
